"month","day","data","median","LB","UB"
6,8,69,69,69,69
6,15,114,88.0602040937232,0,449.064880623434
6,22,112,98.0724105118456,0,472.937452712394
6,29,60,122.003692548048,0,489.18430185662
7,6,155,136.472385272479,0,495.502618735004
7,13,208,155.469441570581,0,514.981769252734
7,20,97,177.798199660195,0,537.195200253104
7,27,32,201.349156250452,0,570.834224100826
8,3,563,225.26309674386,0,593.427206796048
8,10,105,262.037195247822,0,673.714505078375
8,17,NA,286.040437919291,0,793.111768050036
8,24,NA,315.258555197975,0,1003.49268284329
8,31,NA,342.75687962746,0,1339.92110999147
9,7,NA,357.108753055033,0,1850.32548232283
