"month","day","data","median","LB","UB"
6,15,11,11,11,11
6,22,2,2.43818130473814,0,7.89913490037573
6,29,0,2.47360712095333,0,7.47995465621104
7,6,3,2.57423716528291,0,7.45980166476266
7,13,4,2.58533860990206,0,7.40144638895969
7,20,2,2.57503822062301,0,7.39533989626086
7,27,2,2.509970056926,0,7.36121508188741
8,3,6,2.40851813040101,0,7.39928695538099
8,10,0,2.45470645594411,0,7.6184746233063
8,17,NA,2.34941863708852,0,7.74749004093573
8,24,NA,2.30494201945944,0,8.34591309564966
8,31,NA,2.17365742886907,0,9.17606886893211
9,7,NA,2.1770635451446,0,9.88984859896444
