month,day,data,median,LB,UB
1,14,15,15,15,15
1,21,21,24.395909476001,3.64619443524605,45.707037217878
1,28,31,26.2524205779514,6.65100624442488,46.6041195139438
2,4,29,24.4976798348295,5.25607424898041,44.2716476757455
2,11,21,21.0725211509935,2.60397082018399,39.9257261414309
2,18,15,16.9525157495679,-0,36.2110512527746
2,25,0,13.5354875506736,-0,31.7588691130182
3,3,7,10.4956175486431,-0,29.2853371960727
3,10,18,8.08977443055825,-0,27.2797628510361
3,17,16,6.50523954763971,-0,25.8345535577135
3,24,NaN,4.95578986161198,-0,24.1125046400271
3,31,NaN,4.04023227263154,-0,23.444202849114
4,7,NaN,3.27281555795694,-0,22.4889463599232
4,14,NaN,3.04308293193052,-0,21.9784045609445
