"year","month","day","data","median","LB","UB"
2023,5,25,10,10,10,10
2023,6,1,1,2.46493237988536,0,20.6517045370712
2023,6,8,0,2.44643880747531,0,18.5782921809496
2023,6,15,0,2.27709922469589,0,17.9444015148595
2023,6,22,0,2.10158370012937,0,17.2477543399456
2023,6,29,0,2.35698757324188,0,17.5644021572748
2023,7,6,8,2.60263660442278,0,17.4158085273747
2023,7,13,0,2.50506658598331,0,17.8358582565548
2023,7,20,0,2.70225507218936,0,19.3253484188539
2023,7,27,NA,2.78848091359288,0,22.9058392315942
2023,8,3,NA,2.63836751158247,0,29.41738263579
2023,8,10,NA,2.56994676090343,0,41.7268510291363
2023,8,17,NA,2.6363118661392,0,61.4123758405863
