"year","month","day","data","median","LB","UB"
2023,6,15,0,1.09279399585229,0,7.8024861720908
2023,6,22,0,1.24994301712679,0,7.96138524338986
2023,6,29,0,1.40709203832198,0,8.24233277878153
2023,7,6,8,1.56424105948746,0,8.31686941137901
2023,7,13,0,1.72139008072788,0,8.55525897426197
2023,7,20,0,1.87853910189046,0,8.98223115041825
2023,7,27,0,2.0356881230911,0,9.13399654621414
2023,8,3,10,2.19283714425595,0,8.8348910830551
2023,8,10,0,2.34998616531954,0,9.01466235432344
2023,8,17,0,2.50713518638313,0,9.49571126036028
2023,8,24,NA,2.66428420744673,0,9.21936180624545
2023,8,31,NA,2.82143322851032,0,9.5047718461774
2023,9,7,NA,2.97858224957391,0,10.0825462401079
2023,9,14,NA,3.1357312706375,0,10.1859701269319
