"month","day","data","median","LB","UB"
4,6,49,49,49,49
4,13,12,14.2570386725457,0,50.9304362115297
4,20,2,13.9711288226563,0,47.4476003928683
4,27,0,14.312351551249,0,47.088748764817
5,4,34,13.8798075687399,0,46.6780184000872
5,11,6,13.424351108593,0,47.1207448598407
5,18,31,12.6002524258336,0,44.7986297242121
5,25,18,11.347050310629,0,44.6959124076925
6,1,0,10.8013884988547,0,45.2136436565107
6,8,0,10.1865263007242,0,44.3232467232295
6,15,NA,9.57571458918069,0,45.2552808805314
6,22,NA,9.49688672984426,0,46.7214920115669
6,29,NA,8.78072329671922,0,49.1113796205595
7,6,NA,8.73804852643319,0,51.8195930088516
