"month","day","data","median","LB","UB"
4,20,2,2,2,2
4,27,0,2.49010000666445,0,20.548055530936
5,4,4,3.34525882965041,0,21.120008421257
5,11,1,4.43044271115849,0,21.6723787379508
5,18,0,5.59294436251926,0,22.8630113331
5,25,17,6.17172175029534,0,24.5456081154938
6,1,0,6.91408997336084,0,26.9201963100643
6,8,9,7.53703862056574,0,29.3940974652228
6,15,NA,7.65026657964218,0,35.1963343421183
6,22,NA,8.01569047536316,0,47.3079573632442
6,29,NA,7.78398192809412,0,68.853892686092
7,6,NA,7.63372987878358,0,106.101741360878
