"month","day","data","median","LB","UB"
4,6,13,13,13,13
4,13,2,6.85022142911098,0,25.5846331710932
4,20,10,7.77714750809391,0,26.3179071866662
4,27,7,8.49722200930687,0,26.0606132083845
5,4,0,8.64528808471942,0,26.2344584186283
5,11,22,7.96747817989643,0,25.7819197540493
5,18,0,7.52311862380197,0,24.9866785576029
5,25,14,6.61786711404655,0,25.1294539410728
6,1,6,5.97841113615011,0,24.1981230449827
6,8,0,5.24231265532325,0,23.4322912232661
6,15,NA,4.85701929534844,0,24.7652394344572
6,22,NA,4.14981374069997,0,25.2391190486604
6,29,NA,3.99535614610852,0,27.9215260826186
7,6,NA,3.53416173364205,0,30.4044464077458
