"month","day","data","median","LB","UB"
4,6,3,3,3,3
4,13,0,1.46996864841609,0,10.8149996630963
4,20,0,1.41949026361109,0,10.3175414319907
4,27,0,1.75124929545634,0,10.1754471725065
5,4,0,1.74304334312996,0,10.2194282833605
5,11,1,1.67262446192397,0,10.3373859222732
5,18,0,1.90183486968717,0,10.3146647941424
5,25,10,2.00054299339003,0,10.7302179603574
6,1,1,2.04356280298624,0,10.7921556358496
6,8,0,2.22759271859249,0,11.2849994344559
6,15,NA,2.34827306238457,0,12.1250048214339
6,22,NA,2.41414109837613,0,13.6275289309493
6,29,NA,2.42313028180174,0,15.1626442712694
7,6,NA,2.51831090206912,0,17.7875656411731
