"year","month","day","data","median","LB","UB"
2023,4,6,6,6,6,6
2023,4,13,14,10.7741131171371,0,26.3988674153456
2023,4,20,9,14.5857445142404,0,29.2495846977148
2023,4,27,16,16.4573645613319,1.2266240342055,31.9138027671764
2023,5,4,20,16.6893493448526,1.86416080832457,33.3061395814703
2023,5,11,14,16.9550975840217,1.06061658956288,34.2631978538156
2023,5,18,15,17.9560251921315,1.74832843960553,33.8258381704629
2023,5,25,21,17.8741033758509,1.71193104494071,33.8100589402088
2023,6,1,10,15.6995088798575,0.0647576431341133,31.6225289247473
2023,6,8,0,12.3279652233939,0,29.0670138471749
2023,6,15,NA,9.46585780816256,0,26.8793150711182
2023,6,22,NA,6.97746996716168,0,25.2870403124729
2023,6,29,NA,5.42303791633291,0,24.0964013035121
2023,7,6,NA,4.04751318014297,0,23.6069660837725
