"ds","y","prediction","lower.98%","lower.95%","lower.90%","lower.80%","lower.70%","lower.60%","lower.50%","lower.40%","lower.30%","lower.20%","lower.10%","upper.98%","upper.95%","upper.90%","upper.80%","upper.70%","upper.60%","upper.50%","upper.40%","upper.30%","upper.20%","upper.10%"
2023-04-20,6.61139234304424,16.0994495590972,0,0.774164768305072,2.57861645110414,4.69991809616821,6.4167504161515,8.16909479675865,9.92176860831135,10.7261290872843,12.6864426996062,14.2804193430578,14.7035774650389,46.254942990635,40.0519670351012,36.0787098469761,31.7614164025626,28.2813480234467,26.2498274932106,24.330275336599,21.1033743384069,20.4315919437762,19.5575352668708,17.7269336715738
2023-04-27,8.16392208529036,15.6113247000751,0,0.904784148475815,2.59605488913683,4.79512063547944,6.28808736663356,7.05841998906438,10.2980175110011,10.0424867593457,12.033239500909,12.9133713937385,14.4405261788042,44.2639882913486,37.6908795165143,34.5363211734489,30.3358800535741,27.8625038612407,25.6348958748989,23.1273874211982,20.4749229826376,19.6354749877033,18.1629647207831,17.3430861630861
2023-05-04,7.78902502467937,15.1281693631339,0,0.388858088965944,1.32515079466312,3.93220287899124,5.50326836538606,7.67901369760675,8.31392640951224,9.77698552874983,10.8626697681731,12.2713309537505,13.8838365070109,41.9964994349741,41.5235222933223,36.0183679834408,29.5511029144091,25.4818787315158,24.1808738933391,22.0487696742039,21.2257629561258,18.6797045320071,17.6662547048176,16.8083610102774
2023-05-11,3.39197026481544,14.6500277533814,0,0,0.998507006443135,3.74827273919301,5.33087305449974,6.86497356317976,7.89561689690342,9.66212696700823,10.9664383878784,12.2551228474692,13.1345230880201,42.4481407119589,37.6360957283068,33.5698307438112,28.6229523466873,26.7356039598348,24.4160459437651,21.3520298831419,20.510520253658,18.7115725286591,17.2377244826801,15.7739177571865
2023-05-18,12.1907419497291,14.1769453464444,0,0,0.945063157599412,3.36566847096485,4.53177341856135,7.42248239679213,8.53660627880932,9.09152713371625,10.9254786550932,11.1114577429089,12.7788229884412,44.4606780097256,37.9061191789233,35.2038041653952,28.9325328654616,24.6290674717309,23.40011467995,22.2886461856052,20.5509888838096,18.5670657406118,16.4483864067795,15.1186669558276
2023-05-25,8.53117445770203,13.70896895072,0,0,0.8353400000539,3.63163544144679,5.10704785826993,5.85271280947749,7.70276959637358,8.57807474225083,10.4215035910195,10.9101960398629,12.4411781867333,41.1323323390829,37.171222098451,32.1113603461661,28.5406147346262,25.4870367452241,22.83619681169,20.9860456592187,19.5547956811106,17.792507642148,16.4327206948408,15.01105953066
2023-06-01,9.59241036785831,13.2461467724753,0,0,0.410618423527284,3.02665356064194,4.40444210038743,5.93133072553805,6.93092170271864,8.46796291656107,9.71387901553513,10.8098989447975,11.9169152663463,40.9019159837255,37.4206044152154,31.77050627397,27.452222262196,24.535274074475,22.0989399984214,20.4376425421349,18.7604706672964,16.5690934653437,15.6402164244546,14.5504314708985
2023-06-08,3.39197026481544,12.7885284916163,0,0,0.256427012380422,2.09168406281802,3.98761725452942,5.5933443275189,7.30337346779732,7.99418427686738,9.21864395948251,10.6378180479406,12.1758515961867,39.7396004086232,34.5706644144117,31.8311926731398,27.3793604032327,23.4535219793936,21.4707462034847,19.4138435762306,18.1218818625576,16.3908950070901,15.2782088177253,14.3066669068896
2023-06-15,13.6862102673176,12.3361653353088,0,0,0.597200454705052,2.24646700169313,3.42299463820814,5.48801244793734,6.94425478459637,7.60312010682811,9.0164140997506,9.99495640907873,11.0965708179466,39.8433793404353,35.0152084184771,29.8619117102624,25.6890947757494,24.4355208382302,21.1600694592676,19.7988498515703,17.4453476839048,15.8702001522698,14.8285297431873,13.7440563831857
2023-06-22,0,11.8891101625333,0,0,0.110825088900308,2.07899519137632,3.77978044098124,5.1656096785911,5.72075122024296,6.97995319948812,8.15918722924205,9.69289803628813,10.6030394007381,38.2674929761616,34.8381071948595,30.0431425334278,26.4066897361394,23.0218041771585,21.0814274426079,18.429524655876,17.8160808545377,15.5473641978147,14.6790029945632,13.5630003999163
2023-06-29,NA,11.4474175540146,0,0,0.252143345202654,1.84306019915371,3.45666500955036,4.64160906772779,5.42819544849016,6.54625828281783,8.04572720672099,9.26389643821535,10.4565687359325,39.4969817684933,32.1851485479861,27.6048988714176,26.7101687419175,21.8965711007973,20.6699828038866,17.8386387913917,16.4769159611382,15.2251847123096,14.1380439051523,12.7259540543784
2023-07-06,NA,11.0111439084376,0,0,0,1.56960279649793,2.8555985010646,3.84393335454347,5.70587954976356,6.32147909130468,8.04420016976969,8.26921216398103,9.50127358818659,39.1434776971201,31.2651083211498,28.7475922843224,23.995786850098,22.0241401516864,19.5787560466958,17.3177120107983,16.4142259955671,15.1406497558564,13.2648977293962,12.163968148397
2023-07-13,NA,10.5803475468199,0,0,0,1.29503407427244,3.17398632648778,4.23642385025005,4.86820510618686,5.79275056770669,7.50252851549971,8.55205019121308,9.74413803814698,34.4812765586021,31.3655459136765,29.3677002703584,24.7016785329312,21.5175197430212,19.6867769676296,16.1885369469597,15.0214980399737,14.106708720779,13.2122772825659,12.0099044433453
2023-07-20,NA,10.1550888255134,0,0,0,1.2409926123665,2.48203932823119,3.23461844396093,4.38523862971767,5.63252088138663,7.21325923706165,8.34881467816093,8.78870008195523,36.4505652284903,31.9237334903285,26.7955014908734,23.5036678222757,20.25234912524,18.9700910663403,17.0027182457123,14.8907138367215,13.872879638038,13.1088058142468,11.2192954550728
