time,Rt median,Rt 95%CI LB,Rt 95% CI UB
58.01,140484837.392678,140231109.582869,142283279.096605
59.01,0.695626093963662,0.000752323641555485,4.6859265637174
60.01,0.323781160780457,0.000382854169415431,1.32045386886362
61.01,0.533621302590434,0.000909579813917685,1.18096049875322
62.01,0.827297814860583,0.00393507174552144,1.3558470726395
63.01,0.970261644102901,0.0228758575068739,1.42109077121726
64.01,0.99697608526292,0.143600725252709,1.42983325702366
65.01,1.00067956535948,0.576955731603835,1.43003590658839
66.01,1.00109342602239,0.923958193584052,1.43020483237174
67.01,1.00108870866515,0.991442206868069,1.43170623743639
68.01,1.00103828037168,0.999136911940135,1.42989642113714
69.01,1.00098312942201,0.999911731278613,1.42951432603027
70.01,1.00092919571381,0.999985396958084,1.42959612106772
