time,Rt median,Rt 95%CI LB,Rt 95% CI UB
48.01,140814739.079251,140231109.582869,155516599.866525
49.01,1.54772381831908,0.000752323641555485,15.7490431468971
50.01,0.558311786458882,0.000382854169415431,2.15099583339759
51.01,0.689190433204771,0.000909579751737406,1.41416609898497
52.01,0.914140200590614,0.00393505858564735,1.39686501106163
53.01,0.981738906361957,0.0228758625606446,1.42051411195068
54.01,0.980634200777489,0.143600395757152,1.42703043111957
55.01,0.979649239533238,0.576955300303558,1.4245280073275
56.01,0.978811502214457,0.923959095223551,1.42549288634226
57.01,0.991878927586958,0.970675332057719,1.41914328824681
58.01,0.999258146349908,0.970472970147212,1.41433237972982
59.01,1.00093057774633,0.99990869999634,1.41497425385399
60.01,1.00091328705706,0.999987094007108,1.41410621100537
61.01,1.00019445679327,0.969697163850036,1.41369196104137
62.01,1.00014490345565,0.969506675880463,1.41478782361867
63.01,1.00039205431876,0.984243418295384,1.42409910593658
64.01,1.00038638244267,0.984113886309388,1.42374412219405
65.01,1.00035167047052,0.984040812873144,1.41498388437025
66.01,1.00020592952511,0.945975411951545,1.41433625102269
67.01,1.00011175583093,0.968905175845476,1.41475374797498
68.01,1.0002114870492,0.968853720947547,1.41559745078468
69.01,1.00013621060166,0.835612176720767,1.4148019348946
70.01,1.00013663670156,0.96878308619477,1.41612130795322
