time,Rt median,Rt 95%CI LB,Rt 95% CI UB
48.01,140425240.042743,140231109.582869,143877531.415109
49.01,0.535839256700567,0.000752323641555485,7.25958891759421
50.01,0.25407583536593,0.000382854169415431,1.6434477846079
51.01,0.435200557349717,0.000909579751737406,1.16213533494512
52.01,0.767167126968515,0.00393505858564735,1.2361304868554
53.01,0.954816145023967,0.022875862566235,1.31330653849094
54.01,0.99367674118952,0.143600395787892,1.32923311812185
55.01,0.999978245518438,0.576955300364521,1.32106945760438
56.01,1.00075309883099,0.923959095243142,1.31386377571738
57.01,1.00080261232698,0.991441621751132,1.31131140197178
58.01,1.00080140491539,0.999138873306619,1.31503630018346
59.01,1.00074830701939,0.999908699997584,1.31160480432084
60.01,1.00073807405596,0.999987094007469,1.31448857584186
61.01,1.00070574049881,0.999990547956465,1.31129976872549
62.01,1.00067785640124,0.999993416200955,1.31293751191181
63.01,1.00065810406634,0.999992946277261,1.31202435783063
64.01,1.00063119754481,0.999992167314535,1.31270513588064
65.01,1.00058656535466,0.999994400872042,1.31196738049466
66.01,1.00056949009642,0.999990728976638,1.31288879063846
67.01,1.00055101310279,0.999994968271732,1.31225449497585
68.01,1.00053469195224,0.999990478214886,1.3130967098018
69.01,1.00051794142014,0.999993866860997,1.31232958507621
70.01,1.00050210974826,0.999993847493917,1.31313634523831
