month,day,data,median,LB,UB
4,6,3,3,3,3
4,13,0,0.217863964487333,-0,1.82353755512176
4,20,0,0.226937905623561,-0,1.829694395562
4,27,0,0.229882597727467,-0,1.86418080272261
5,4,0,0.252307997482496,-0,1.85875732740966
5,11,1,0.267924961724393,-0,1.99763965500402
5,18,0,0.293258635193481,-0,2.02918377824652
5,25,NaN,0.294558000022441,-0,2.11008180000279
6,1,NaN,0.336573031605156,-0,2.2002415083397
6,8,NaN,0.345670108910377,-0,2.3801258553979
6,15,NaN,0.352134495984597,-0,2.50487529266839
