month,day,data,median,LB,UB
3,30,16,16,16,16
4,6,0,0.48718818689989,-0,2.70004561471657
4,13,0,0.387054235010201,-0,2.38324058789893
4,20,0,0.363445574194423,-0,2.30710941430619
4,27,2,0.34058848056448,-0,2.23095782034556
5,4,0,0.302839284749131,-0,2.26510215131694
5,11,0,0.285598209329272,-0,2.16691135580118
5,18,0,0.266842062287378,-0,2.19971580480127
5,25,NaN,0.269373777345517,-0,2.19448536644513
6,1,NaN,0.271365735581555,-0,2.25825684544273
6,8,NaN,0.249079520986471,-0,2.17509297623307
6,15,NaN,0.268052730932924,-0,2.25479305024636
