month,day,data,median,LB,UB
3,23,9,9,9,9
3,30,0,6.95040656198235,-0,47.0895998506075
4,6,19,9.89289216767817,-0,49.4717388138473
4,13,0,11.7016305631319,-0,50.4872954079168
4,20,9,12.639592075247,-0,52.0969811476355
4,27,0,12.3131749167939,-0,51.2565902911864
5,4,45,12.7547751610085,-0,52.2422872570069
5,11,0,11.9583474447456,-0,51.2124469814456
5,18,7,11.5069956024932,-0,54.2026511399512
5,25,NaN,10.9389011911268,-0,62.4499681479534
6,1,NaN,9.90777163047781,-0,76.5576084444745
6,8,NaN,9.07023520442614,-0,103.264680098077
6,15,NaN,9.11038945454142,-0,138.585188494587
