month,day,data,median,LB,UB
3,30,16,16,16,16
4,6,0,0.485392663230396,-0,2.64048003351813
4,13,0,0.40968510812737,-0,2.32208601979001
4,20,0,0.361087797405563,-0,2.32645873112182
4,27,2,0.318042057265305,-0,2.22535032920189
5,4,0,0.266192564789063,-0,2.17909529570255
5,11,0,0.254381330268046,-0,2.12741319774191
5,18,0,0.241575256434545,-0,2.16344427421729
5,25,NaN,0.276614100024567,-0,2.17077325988527
6,1,NaN,0.265209423446513,-0,2.24545802254358
6,8,NaN,0.249517450108234,-0,2.13946216174693
6,15,NaN,0.252653982453176,-0,2.27780865841632
