month,day,data,median,LB,UB
3,23,12,12,12,12
3,30,3,3.06642536885808,-0,9.03937155707893
4,6,4,3.85042943515155,-0,9.6925274652449
4,13,3,4.69531632496866,-0,10.723349431316
4,20,4,5.68984287593235,-0,11.7066005752024
4,27,11,6.62960188568466,0.497250130731368,12.997299344181
5,4,5,7.91764871706572,1.81637062450506,14.0371064901268
5,11,9,9.34256356816573,3.02965781734994,16.015168746134
5,18,12,10.9972517240113,4.04937375980461,18.2872289860719
5,25,NaN,13.1871778889834,4.89915852235008,21.5051995705227
6,1,NaN,15.4083949057123,6.39770201122211,25.3517627124104
6,8,NaN,18.1716536952459,7.16443683267917,30.6257721880826
6,15,NaN,21.3361111880657,7.7622769683145,37.9096527955165
