month,day,data,median,LB,UB
3,30,3,3,3,3
4,6,0,0.306566876541754,-0,2.3010491068634
4,13,0,0.354496112827971,-0,2.28735851715202
4,20,0,0.375500035594134,-0,2.29590757140271
4,27,2,0.366831404184557,-0,2.27253070800465
5,4,0,0.350665869100452,-0,2.2982053780436
5,11,0,0.370206360867009,-0,2.30906221392449
5,18,0,0.385847757811662,-0,2.38891655602354
5,25,NaN,0.367026692447461,-0,2.45197666490862
6,1,NaN,0.413464667069603,-0,2.50335740387174
6,8,NaN,0.438260838208905,-0,2.68774462004715
6,15,NaN,0.449176876551918,-0,2.95346522559645
