month,day,data,median,LB,UB
3,23,12,12,12,12
3,30,3,3.29889619604776,-0,9.45857453091642
4,6,4,3.79764108587811,-0,10.1459163555057
4,13,3,4.76687043971408,-0,11.0605846628167
4,20,4,5.63630930626438,-0,11.7329984620767
4,27,11,6.64279442959827,0.312112404944707,12.8616282187766
5,4,5,7.90275912333691,1.41766923865146,14.3806117329317
5,11,9,9.34661524342018,2.76982697070736,16.2824888020732
5,18,12,11.2412590872658,4.02836873344961,18.6331034890046
5,25,NaN,13.2181591547165,5.2182869854621,21.4288909707561
6,1,NaN,15.5496166413332,6.1812270490346,25.5693465073602
6,8,NaN,18.209408242534,7.33804174877504,30.9282557705073
6,15,NaN,21.1843231342145,7.8594399210814,38.5030721324302
