month,day,data,median,LB,UB
3,16,9,9,9,9
3,23,18,17.462579996852,-0,61.4050018801857
3,30,12,24.5587204975662,-0,69.2186791200863
4,6,49,24.3301106993553,-0,67.8372315978829
4,13,6,18.93327341276,-0,58.2963417827657
4,20,10,13.7641085968048,-0,52.8503629974129
4,27,2,9.7155341995333,-0,47.0169413834155
5,4,0,6.58765546389925,-0,45.045074118007
5,11,34,4.65839345356486,-0,41.8729175075908
5,18,6,3.59274740778613,-0,42.6058600316246
5,25,NaN,2.37654395881229,-0,41.505929409001
6,1,NaN,2.66776740300377,-0,42.4635992219878
6,8,NaN,2.33890333920096,-0,42.0409928379502
6,15,NaN,1.89773525844729,-0,41.5244658064353
