month,day,data,median,LB,UB
3,16,92,92,92,92
3,23,113,119.432866445799,40.3690202239117,200.886134109787
3,30,111,131.160879950688,53.7059563189396,204.420736239736
4,6,182,127.192793553055,54.6539488035195,201.362280892958
4,13,94,116.286033516137,46.5247319549099,187.914195301486
4,20,70,102.007694475858,31.3872886137626,172.509040444168
4,27,71,85.7408922521677,16.4170302855388,158.792821487696
5,4,96,71.295787369293,0.376831082955199,141.990399802642
5,11,87,57.5195133104384,-0,129.642364336891
5,18,32,47.5949317205075,-0,119.292239676161
5,25,NaN,37.6901232317733,-0,112.053105875972
6,1,NaN,30.6954954607324,-0,102.531446660881
6,8,NaN,25.5986929284667,-0,95.6601014645769
6,15,NaN,20.5530484599356,-0,93.5476982252375
