month,day,data,median,LB,UB
3,30,16,16,16,16
4,6,0,0.440486557082749,-0,2.63679484083347
4,13,0,0.368806033239482,-0,2.32355813454355
4,20,0,0.364749877932597,-0,2.28850076588478
4,27,2,0.343715266447716,-0,2.28002581079357
5,4,0,0.316458284252576,-0,2.2064319544055
5,11,0,0.288867941595819,-0,2.16822581577875
5,18,0,0.296159252822561,-0,2.20518248599537
5,25,NaN,0.303994593188731,-0,2.2252764069043
6,1,NaN,0.287710810131079,-0,2.24300990321777
6,8,NaN,0.293999895980175,-0,2.18808403043632
6,15,NaN,0.298161883406787,-0,2.30880528920143
