month,day,data,median,LB,UB
3,16,9,9,9,9
3,23,15,14.2546983150252,3.6941263878008,25.0611410769967
3,30,16,13.9035694920903,3.9518664671312,23.7127024335413
4,6,7,13.0623675973441,3.54898000529801,22.7772930734653
4,13,15,12.1894162501022,2.61990724174384,22.5416875113099
4,20,9,11.3907599241348,1.68928705051124,23.1246110318063
4,27,13,10.5078737269245,0.996457463407307,25.2732381011907
5,4,13,9.82371457607708,0.409113336329422,25.7208956980021
5,11,4,8.76728925372029,-0,23.3398113732052
5,18,6,7.91293567999876,-0,21.3396992512415
5,25,NaN,6.96724888135096,-0,20.1759904072851
6,1,NaN,6.15254077327814,-0,18.1774893313604
6,8,NaN,5.42385539206376,-0,17.7576389552004
6,15,NaN,4.83892409585231,-0,16.7628895869827
