month,day,data,median,LB,UB
3,30,3,3,3,3
4,6,0,0.309032246717479,-0,2.21136409806398
4,13,0,0.344823553844497,-0,2.18140828802092
4,20,0,0.363296649230267,-0,2.27470855674621
4,27,2,0.335954437851822,-0,2.294111553954
5,4,0,0.362618761318107,-0,2.32085443278851
5,11,0,0.390827236822191,-0,2.32305052705136
5,18,0,0.409237147526652,-0,2.41066707679333
5,25,NaN,0.399921462830358,-0,2.49495537847674
6,1,NaN,0.439442638147267,-0,2.6585053934458
6,8,NaN,0.46199191678058,-0,2.79759714273961
6,15,NaN,0.444831610248796,-0,2.97625746884192
