month,day,data,median,LB,UB
3,16,18,18,18,18
3,23,0,1.21227460580208,-0,5.23411443846616
3,30,2,0.961458829399275,-0,4.39709261935527
4,6,0,0.805908445822162,-0,4.26157047352411
4,13,0,0.753629859248681,-0,4.10349734545911
4,20,0,0.639484843982823,-0,3.97819792417353
4,27,4,0.59967501005231,-0,3.9142012261008
5,4,0,0.559590351478382,-0,4.06982840842521
5,11,0,0.575896339166653,-0,3.94479178663432
5,18,0,0.531863440331449,-0,3.91985655009168
5,25,NaN,0.501639004337245,-0,3.88399049301175
6,1,NaN,0.539217712744338,-0,3.93037480047058
6,8,NaN,0.495123019132129,-0,3.9350213224901
6,15,NaN,0.494902466019053,-0,4.09503213313216
