month,day,data,median,LB,UB
3,30,3,3,3,3
4,6,0,0.303061555105218,-0,2.26624591132557
4,13,0,0.342354674681464,-0,2.24500421867065
4,20,0,0.365569229703063,-0,2.28693833101844
4,27,2,0.333487944703534,-0,2.27334624135818
5,4,0,0.38489817949331,-0,2.24547658749684
5,11,0,0.412187173362253,-0,2.35563087973266
5,18,0,0.400807948387154,-0,2.4474567318986
5,25,NaN,0.380520997730885,-0,2.47872427756525
6,1,NaN,0.426178249110687,-0,2.6306150759842
6,8,NaN,0.45608250541989,-0,2.81596210128939
6,15,NaN,0.468066333311446,-0,3.02517816292334
