time,Rt median,Rt 95%CI LB,Rt 95% CI UB
51.01,142266030.206498,141340417.219045,144727222.262549
52.01,4.68721735007442,2.78960939053162,8.3603314524881
53.01,1.73184664534146,1.19312393603147,3.14102056052991
54.01,1.50936270049168,0.985280077046838,2.4852794539192
55.01,1.3195185042259,0.811917876985802,1.91344901109097
56.01,1.09324174726844,0.694711705422441,1.54520532542455
57.01,0.899684016180591,0.491114837279859,1.32333542293661
58.01,0.761368561803166,0.352455555548902,1.19553753411931
59.01,0.637734950979337,0.264074177389659,1.097425633769
60.01,0.54572331003168,0.204013996396811,1.07443078219796
61.01,0.488825626479413,0.183242617908336,1.04256117408648
62.01,0.449391877484679,0.178086240021716,1.03898756247353
63.01,0.415836357254153,0.164863053734117,1.02711528594041
