"ds","y","prediction","lower.98%","lower.95%","lower.90%","lower.80%","lower.70%","lower.60%","lower.50%","lower.40%","lower.30%","lower.20%","lower.10%","upper.98%","upper.95%","upper.90%","upper.80%","upper.70%","upper.60%","upper.50%","upper.40%","upper.30%","upper.20%","upper.10%"
2023-05-18,0,2.12881810206404,0,0,0.0146255751846505,0.481027297320813,0.780014063918668,0.975591176222,1.26084005390023,1.28335838318048,1.66913797115354,1.82695671097445,1.92983810362021,5.29972825599785,4.68520890300805,4.31805437637098,3.81165748027874,3.41412068842196,3.27499291139723,2.97744182413181,2.79143544415767,2.65679943419338,2.5019730792676,2.2633763691011
2023-05-25,4,1.83571247421462,0,0,0,0.0272444329511621,0.522677509765182,0.700940654269841,0.93113808841173,1.24406842706271,1.290662676867,1.57356784009522,1.70375954681842,5.00607321230283,4.40728370581416,4.06923016683169,3.71353629939534,3.30914526666199,2.89933052481184,2.78881334379173,2.52376363500674,2.33962431983236,2.29637501351372,2.01853570734878
2023-06-01,4,1.54260684629667,0,0,0,0,0.0846543036969005,0.440292385054151,0.528773126961004,0.848833875402811,1.05850945563869,1.15822388351976,1.27625793325107,4.36603844463335,4.29604366412496,3.78856732020344,3.23253218498088,3.00532777865636,2.72575893964649,2.40446435969464,2.21717680484945,2.08729916673279,1.93147548252419,1.64695177448803
2023-06-08,0,1.24950121843768,0,0,0,0,0,0.156388729627294,0.354154412745045,0.503509881211242,0.694546775842129,0.882914811474454,1.07234714683863,4.43147830020311,4.02596833032423,3.39229108433237,2.92427330591561,2.63655492182839,2.31550938689,2.16638263828047,1.89041643372291,1.7396378177323,1.59847947437028,1.41838177304466
2023-06-15,0,0.956395590565008,0,0,0,0,0,0,0.0430339886480792,0.28322133142237,0.428634641661647,0.429880437636895,0.849158321107459,3.97018033878808,3.48831892062545,3.14783074677084,2.80173462099181,2.37262999280576,2.09541719147374,1.89174864779562,1.67544868508297,1.37891221500656,1.15932458562813,1.21207080251537
2023-06-22,0,0.663289962727397,0,0,0,0,0,0,0,0,0.195262199208187,0.249897913832396,0.489633544265286,3.7569256766914,3.21729648486904,2.75175084495521,2.36996364224282,2.11334866949185,1.82789723140548,1.6007768969541,1.39022077603855,1.19098477639858,1.00930325510323,0.780129531008593
2023-06-29,0,0.370184334906203,0,0,0,0,0,0,0,0,0,0.0254824329321638,0.142335018839308,3.32744861848523,2.96572345278292,2.5029242029612,2.15670023835889,1.70659049259197,1.5929211588407,1.33783033155495,1.01250788408399,0.846790601909397,0.753380311109752,0.510218378228115
2023-07-06,0,0.0770787070398797,0,0,0,0,0,0,0,0,0,0,0,3.20976496454721,2.77026863604162,2.40718694621439,1.77808710232498,1.49036283891411,1.19957302083024,1.02088709348516,0.744344375996067,0.61156721013946,0.520250735904081,0.282919855172308
2023-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92133820682434,2.52329095285948,1.91658494850025,1.51099260858436,1.13957663695487,0.864448356394319,0.662239342183919,0.566008645050809,0.33015221984896,0.122017602797712,0
2023-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50012572894948,2.03048706152985,1.67737799758596,1.2321324997958,0.848909997204112,0.587074540392797,0.418800160039411,0.223827460939713,0,0,0
2023-07-27,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.41995732021587,1.78027429157773,1.37611175635017,0.840438762645906,0.567764149004819,0.414233870817863,0.17617652444571,0,0,0,0
2023-08-03,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.83946817420963,1.41841010295717,1.16092217042136,0.541227623269182,0.41567458670456,0.0582075122207187,0,0,0,0,0
2023-08-10,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.92394545589789,1.18039736913123,0.834953758808548,0.330623593429398,0.0255834075852577,0,0,0,0,0,0
2023-08-17,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.17499449659685,0.994359344471801,0.455317658259609,0.120901076356696,0,0,0,0,0,0,0
