"month","day","data","median","LB","UB"
4,27,2,2,2,2
5,4,0,8.71168778867779e-09,0,2.0891060423775e-07
5,11,0,1.58932707351234e-08,0,2.04087625564347e-07
5,18,0,2.38648480244319e-08,0,2.10188734145244e-07
5,25,0,3.13551067895379e-08,0,2.13702884494938e-07
6,1,0,4.03207377018552e-08,0,2.16501668943559e-07
6,8,0,4.72890272260941e-08,0,2.22961696817907e-07
6,15,0,5.29935152337944e-08,0,2.20278059178779e-07
6,22,NA,6.34809652305216e-08,0,2.31391456411966e-07
6,29,NA,7.37501834431187e-08,0,2.38634505680728e-07
7,6,NA,7.89956356722438e-08,0,2.48040983669917e-07
7,13,NA,8.41739840784225e-08,0,2.62584992212533e-07
