"month","day","data","median","LB","UB"
4,27,2,2,2,2
5,4,0,2.06940811666441e-08,0,2.20013009779896e-07
5,11,0,2.54844114424815e-08,0,2.19982476849675e-07
5,18,0,3.08311385787494e-08,0,2.19404684634677e-07
5,25,0,3.79078221478096e-08,0,2.20744796146689e-07
6,1,0,4.49795780615016e-08,0,2.24707296527649e-07
6,8,0,5.00043000368085e-08,0,2.24332552778207e-07
6,15,0,5.96263454573272e-08,0,2.2766666326433e-07
6,22,NA,6.55236007140458e-08,0,2.34603084053663e-07
6,29,NA,7.22121506900055e-08,0,2.42632894001534e-07
7,6,NA,7.71586495761719e-08,0,2.48727299930952e-07
7,13,NA,7.99379402377984e-08,0,2.59673874388772e-07
