"month","day","data","median","LB","UB"
4,13,1,1,1,1
4,20,0,-0.582376999027894,0,5.23424146308091e-06
4,27,0,-0.515673677006829,0,5.37655061780644e-06
5,4,0,-0.456164123820812,0,5.23844372299132e-06
5,11,0,-0.40438370338601,0,5.1937596456746e-06
5,18,0,-0.360714556118511,0,5.26247627039272e-06
5,25,0,-0.322853238506629,0,5.03968889355511e-06
6,1,0,-0.290216263206704,0,5.2421410165808e-06
6,8,0,-0.262045733746281,0,5.14972317967969e-06
6,15,0,-0.237710844490265,0,5.12717898836233e-06
6,22,NA,-0.216570025377977,0,5.18178587967549e-06
6,29,NA,-0.198079344223393,0,5.15681679064581e-06
7,6,NA,-0.181807617082713,0,5.29461009093824e-06
7,13,NA,-0.167458147004879,0,5.13671528042226e-06
