"month","day","data","median","LB","UB"
4,13,1,1,1,1
4,20,0,-0.582373542741437,0,4.25882773606771e-06
4,27,0,-0.515670173482301,0,4.51806608675375e-06
5,4,0,-0.456160491040601,0,4.52576219671619e-06
5,11,0,-0.404380273525418,0,4.52839139106752e-06
5,18,0,-0.360710883829919,0,4.51859463793206e-06
5,25,0,-0.322849524769728,0,4.36073137643053e-06
6,1,0,-0.290212654870226,0,4.46628421612139e-06
6,8,0,-0.262042253327479,0,4.30781521105355e-06
6,15,0,-0.237707238950592,0,4.55311502092171e-06
6,22,NA,-0.216566540237987,0,4.36385347297893e-06
6,29,NA,-0.198075705951458,0,4.39963046368966e-06
7,6,NA,-0.181803943915037,0,4.4870286738676e-06
7,13,NA,-0.167453913373084,0,4.57293535211637e-06
