"month","day","data","median","LB","UB"
4,27,2,2,2,2
5,4,0,2.40427714139068e-09,0,1.87823432406167e-06
5,11,0,8.32263214614746e-09,0,1.92055411842649e-06
5,18,0,1.62801891031176e-08,0,2.01617989342795e-06
5,25,0,2.57123562872489e-08,0,2.1818208133234e-06
6,1,0,3.12526710960087e-08,0,2.02301046472201e-06
6,8,0,3.93055259442711e-08,0,2.04914463261621e-06
6,15,0,4.59222735486319e-08,0,1.94062776410939e-06
6,22,NA,5.07226651907295e-08,0,1.93602421300201e-06
6,29,NA,5.81619013635812e-08,0,2.27705544738279e-06
7,6,NA,6.09794796806238e-08,0,1.97679228433181e-06
7,13,NA,6.60586950981868e-08,0,2.00566118131383e-06
