"month","day","data","median","LB","UB"
4,13,1,1,1,1
4,20,0,-0.582375663824908,0,4.11983270815184e-06
4,27,0,-0.515672137622416,0,4.20449035139324e-06
5,4,0,-0.456162581529939,0,4.3397583737494e-06
5,11,0,-0.404382211250544,0,3.98693410167925e-06
5,18,0,-0.360712826536766,0,3.97799236124809e-06
5,25,0,-0.322851833021811,0,3.98503851346589e-06
6,1,0,-0.290214804353411,0,4.20147500875889e-06
6,8,0,-0.262044291190143,0,4.31469135090972e-06
6,15,0,-0.237709489446201,0,4.04363971838095e-06
6,22,NA,-0.216568486057715,0,4.06921197216707e-06
6,29,NA,-0.19807797927907,0,4.3678463890461e-06
7,6,NA,-0.181806251673975,0,4.09219753954643e-06
7,13,NA,-0.167456490126712,0,4.17920823024829e-06
