month,day,data,median,LB,UB
4,13,99,99,99,99
4,20,63,81.6167327612466,28.707236006639,140.200419859746
4,27,107,106.789247984592,52.4322509107854,173.199604277771
5,4,142,119.664986167316,66.0332810143697,181.650622775702
5,11,98,119.932845777931,65.5012777084439,181.517027135332
5,18,103,111.553274626838,58.0802536484685,177.560529054146
5,25,103,97.4349405934396,45.3054589445202,167.139266474764
6,1,85,78.0424159964548,27.834252385347,151.201918570256
6,8,67,58.1785449682011,6.35546923788158,137.159539209317
6,15,7,40.5854205776306,-0,121.075758722438
6,22,NaN,27.8805262158356,-0,112.873794226901
6,29,NaN,19.742393169513,-0,105.412739076167
7,6,NaN,14.4644543422505,-0,103.677517898042
7,13,NaN,11.7942598922037,-0,95.7005813397336
