Date,data,median,LB,UB
2024-01-14,15,23.44,13.32,33.55
2024-01-21,21,22.07,13.49,30.65
2024-01-28,31,20.71,13.49,27.92
2024-02-04,29,19.35,13.21,25.48
2024-02-11,21,17.98,12.46,23.51
2024-02-18,15,16.62,11.09,22.14
2024-02-25,0,15.25,9.12,21.39
2024-03-03,7,13.89,6.68,21.11
2024-03-10,18,12.53,3.95,21.11
2024-03-17,16,11.16,1.05,21.28
2024-03-24,NA,9.8,0,21.56
2024-03-31,NA,8.44,0,21.9
2024-04-07,NA,7.07,0,22.29
2024-04-14,NA,5.71,0,22.71
