"month","day","data","median","LB","UB"
4,27,7,7,7,7
5,4,0,6.83170963959509,0,24.6376209798935
5,11,22,8.40548182430346,0,25.7430685763736
5,18,0,9.50795784829572,0,27.2414192509174
5,25,14,9.50944309614673,0,26.8282155337303
6,1,6,8.28455447092285,0,25.9051398641192
6,8,12,6.72152797461722,0,23.5540829647466
6,15,4,5.21486656924895,0,22.4282952334388
6,22,1,4.28098774854307,0,21.1420604364559
6,29,0,3.18479072075392,0,20.1939229153279
7,6,NA,2.79066580088921,0,20.1470292216436
7,13,NA,1.86420239903544,0,20.0470910968647
7,20,NA,1.72300919309814,0,21.1474791320498
7,27,NA,1.69391357175897,0,21.4661193253736
