"month","day","data","median","LB","UB"
4,27,2,2,2,2
5,4,0,1.14671944846741,0,6.0642793244034
5,11,0,1.23553303136692,0,6.16857997622096
5,18,0,1.34549661199425,0,6.11552612796301
5,25,4,1.42896297735408,0,6.26356721720219
6,1,4,1.37327400514615,0,6.1836989873735
6,8,0,1.42232105432706,0,6.11784685943702
6,15,0,1.40533407752851,0,6.20548890721034
6,22,0,1.29809732883332,0,6.22655091908763
6,29,0,1.35821762585592,0,6.60450282836829
7,6,NA,1.34612089844499,0,6.87970418154414
7,13,NA,1.26838082900216,0,7.59745988905367
7,20,NA,1.20549402724872,0,8.1189689566352
7,27,NA,1.168724756692,0,9.40898003996287
