"year","month","day","data","median","LB","UB"
2023,4,27,2,2,2,2
2023,5,4,0,1.03072006168388,0,5.73193644029946
2023,5,11,0,1.16006012965853,0,5.61042620489976
2023,5,18,0,1.24388171896375,0,5.705423392097
2023,5,25,4,1.31660002752362,0,5.64112121400053
2023,6,1,4,1.30138307720195,0,5.6898413204391
2023,6,8,0,1.30797585946102,0,5.64247760036019
2023,6,15,0,1.24140933995605,0,5.53372874642452
2023,6,22,0,1.18979796424576,0,5.46470180938606
2023,6,29,0,1.16850979271347,0,5.51434079792998
2023,7,6,NA,1.1431203535412,0,5.86664756521577
2023,7,13,NA,1.0719684272537,0,6.52754231541983
2023,7,20,NA,1.07624986356984,0,7.28972750594916
2023,7,27,NA,1.03591363855657,0,8.68675630438009
