"month","day","data","median","LB","UB"
4,27,16,16,16,16
5,4,15,12.0586745025995,0,38.6230712780884
5,11,5,15.4213458868888,0,40.036415682517
5,18,28,18.0187295385186,0,43.4009142452033
5,25,17,19.9756516255903,0,45.0203046341136
6,1,20,20.1601710791877,0,45.703758665647
6,8,5,18.7683667589885,0,44.175406745068
6,15,33,16.5145821283299,0,41.2563627875407
6,22,17,13.6766956468993,0,38.903774231745
6,29,0,11.1549842938978,0,37.6303192043936
7,6,NA,9.51564249150431,0,36.4642093316024
7,13,NA,7.73516402847522,0,36.7960081318709
7,20,NA,6.43951905325202,0,37.0631195382171
7,27,NA,5.31169509150577,0,38.6749697998888
