"month","day","data","median","LB","UB"
4,27,45,45,45,45
5,4,0,1.05774971482737,0,10.8100495833866
5,11,7,3.04711604801834,0,11.5109450823041
5,18,0,2.72612271191599,0,10.5132406556639
5,25,3,2.53944389977798,0,10.4864266092241
6,1,0,2.34791770310039,0,10.0403803602943
6,8,6,2.15413335424346,0,9.96073680822676
6,15,0,2.01621014176321,0,9.6695842369746
6,22,5,1.9840211641597,0,9.5773832266071
6,29,0,1.84387039040293,0,9.45501854127769
7,6,NA,1.69418655951017,0,9.88026372654619
7,13,NA,1.61943519138318,0,9.69572361526167
7,20,NA,1.55397400690427,0,9.83572897403371
7,27,NA,1.40703060732067,0,9.53906164395166
