year,month,day,data,median,LB,UB
2023,5,25,5,4,4,4
2023,6,1,15,19.2969652923878,-0,37.1913893712242
2023,6,8,0,6.66680571388471,-0,22.9966756705811
2023,6,15,11,4.9454293618636,-0,19.6775884589584
2023,6,22,2,4.30658739114149,-0,18.5375664988451
2023,6,29,0,3.60838431253552,-0,17.5922421279673
2023,7,6,3,2.94840177605462,-0,17.9386196512201
2023,7,13,4,2.71513369773075,-0,18.0930670948887
2023,7,20,2,2.32404584286529,-0,19.2490629685441
2023,7,27,2,2.24927063264878,-0,23.0289315822781
2023,8,3,NaN,1.84216003799656,-0,28.4300965018254
2023,8,10,NaN,1.62723685374996,-0,35.6004631734011
2023,8,17,NaN,1.5032189043169,-0,43.6516117580064
2023,8,24,NaN,1.4963358837882,-0,55.9070980183582
