"year","month","day","data","median","LB","UB"
2023,5,11,12,12,12,12
2023,5,18,0,2.8272135393476,0,18.8955685264131
2023,5,25,7,2.46324245171366,0,18.3186384041618
2023,6,1,1,2.41497455529716,0,18.259615150342
2023,6,8,1,2.54436241804157,0,18.0507751077298
2023,6,15,0,2.63577922363003,0,18.1498909660941
2023,6,22,11,2.89446791298142,0,18.792732664993
2023,6,29,0,3.23838048259471,0,19.7466292155114
2023,7,6,0,4.9361852248165,0,24.0113823856872
2023,7,13,6,7.53789748552413,0,202.264322921187
2023,7,20,NA,10.2941259774872,0,1195.88375201792
2023,7,27,NA,11.3568820329255,0,12134.7323285573
2023,8,3,NA,12.0824668149882,0,162956.748935175
2023,8,10,NA,12.2079676165311,0,1530378.29001674
