time,Rt median,Rt 95%CI LB,Rt 95% CI UB
48.01,140940254.011964,140804666.034394,141489778.602921
49.01,1.85727321884958,1.52254681706628,3.10830373131101
50.01,0.874637787331806,0.728871736681431,1.14486090022984
51.01,1.11597336634324,0.999940850486297,1.21761359895956
52.01,1.32485679950767,1.10699579118068,1.42775709848033
53.01,1.38716580596332,1.10615731973964,1.47783385207642
54.01,1.39534290696355,1.09858816483941,1.48611457775827
55.01,1.393038386619,1.07369780978899,1.48855207344304
56.01,1.38969274904958,1.06587612469147,1.48782418766772
57.01,1.38976358019999,1.05618932029654,1.48574556605699
58.01,1.38960771457324,1.05087310305364,1.48600125262813
59.01,1.38806551485945,1.04651846654344,1.48611479764004
