time,Rt median,Rt 95%CI LB,Rt 95% CI UB
50.01,140405523.489371,140230937.155399,140814973.467801
51.01,0.482225840365142,0.000266895484107,1.54223176480167
52.01,0.229681641513225,0.000135833948961931,0.657778614423115
53.01,0.419151403325478,0.000322835466486783,0.850248284505122
54.01,0.781830740440733,0.00139942518784775,1.12837993121977
55.01,0.959168424534795,0.00823631394667897,1.23565648698511
56.01,0.996454298500859,0.0561419649807683,1.25430374659908
57.01,1.00069212247848,0.326053499383022,1.25327020570246
58.01,1.00111410473481,0.811700506166552,1.25403240884483
59.01,1.00111796668167,0.976266769644565,1.25436721349011
