Date,data,median,LB,UB
2024-01-21,21,23.53,12.98,34.08
2024-01-28,31,22.32,13.37,31.27
2024-02-04,29,21.12,13.59,28.64
2024-02-11,21,19.91,13.51,26.31
2024-02-18,15,18.7,12.94,24.46
2024-02-25,0,17.5,11.74,23.26
2024-03-03,7,16.29,9.89,22.69
2024-03-10,18,15.08,7.56,22.61
2024-03-17,16,13.88,4.93,22.83
2024-03-24,23,12.67,2.12,23.22
2024-03-31,NA,11.47,0,23.73
2024-04-07,NA,10.26,0,24.3
2024-04-14,NA,9.05,0,24.92
2024-04-21,NA,7.85,0,25.58
