time,Rt median,Rt 95%CI LB,Rt 95% CI UB
0.01,144088718.447896,142377545.625747,146078165.684768
1.01,7.58086877008331,4.87790674329408,9.93291087622488
2.01,2.0431223060241,1.61140006436696,2.27930380992883
3.01,1.38304920896004,1.12196508973091,1.56131180116313
4.01,1.15922120069428,1.00094246748994,1.34007066902948
5.01,1.04806383620932,0.87814248916057,1.18529651680612
6.01,0.965480264452147,0.792530460802536,1.12020472388148
7.01,0.909077787757213,0.735148108983166,1.07594026007122
8.01,0.867063666789438,0.693974204732732,1.05417844893762
9.01,0.831470685096403,0.658994298202657,1.04699476092289
10.01,0.805166405308414,0.636880301137622,1.04182137889316
11.01,0.784750207873094,0.618850638084089,1.03771960570381
12.01,0.768820150321221,0.599394383239773,1.03477236333051
13.01,0.756181673556718,0.559331862966409,1.03200019983368
14.01,0.744135314215298,0.554819904193495,1.02946086438576
15.01,0.735284128623657,0.555584796139643,1.02741664591339
16,0.728858623730718,0.555056626993212,1.02556351368985
