time,Rt median,Rt 95%CI LB,Rt 95% CI UB
39.01,146812695.083688,144389439.980196,149305800.367896
40.01,10.5426187062494,7.91927443981593,12.5108116176638
41.01,1.36150242295978,1.06769637413736,1.8339649239746
42.01,0.660632736949585,0.408515747936433,0.88726540611369
43.01,0.520759098433522,0.186713993720856,0.727637648311278
44.01,0.479094287874678,0.136689823477895,0.68419633527485
45.01,0.45948273927487,0.133928382576857,0.669381746030607
46.01,0.45231737589165,0.120338204164327,0.667870843131252
47.01,0.448126743748164,0.104773865839646,0.668520840655714
48.01,0.44653271484243,0.136904037229982,0.666005696591094
49.01,0.445263398034769,0.128439767165288,0.665774003393804
50.01,0.448088496595807,0.130406619607277,0.697822940291854
51.01,0.452202977537322,0.205698668274088,0.690331451693039
52.01,0.456701650440251,0.128786510487782,0.727509646178238
53.01,0.458884765675935,0.0963037033734472,0.719475715977633
54.01,0.460233619331071,0.0890101859405346,0.822999110256772
55.01,0.474845920130569,0.0897587544411324,1.03360940697896
56.01,0.491009729727192,0.0800779717247272,1.27061942773031
57.01,0.499841980127882,0.0827427085177672,1.6459618844567
58.01,0.508976068964462,0.0874218118197598,1.70615855789232
59.01,0.529469372422734,0.111947481744246,1.50369418392849
60.01,0.529897699231633,0.0545535037581546,1.56353409590518
61.01,0.53585936039364,0.0408613955980314,1.63382525056032
