"year","month","day","data","median","LB","UB"
2023,3,16,18,6.74324886302022,0,15.467825718425
2023,3,23,0,5.77880079403547,0,14.3676245857285
2023,3,30,2,4.81435273081229,0,12.823759380123
2023,4,6,0,3.8499046563175,0,12.93943232466
2023,4,13,0,2.88545657262477,0,12.0419231768221
2023,4,20,0,1.92100849005436,0,11.2459460608831
2023,4,27,4,0.956560408008289,0,9.54610294420696
2023,5,4,0,0,0,8.47214848243763
2023,5,11,0,0,0,7.68959780604262
2023,5,18,0,0,0,7.09349271761472
2023,5,25,NA,0,0,6.47153927086075
2023,6,1,NA,0,0,4.61598733420342
2023,6,8,NA,0,0,4.02431019522186
2023,6,15,NA,0,0,3.01940082152936
