"month","day","data","median","LB","UB"
6,22,12,12,12,12
6,29,0,-6.52460120486648e-07,0,6.7956413110911e-07
7,6,0,-6.29241251542469e-07,0,6.45124963183751e-07
7,13,0,-6.31165241939762e-07,0,6.84738194460291e-07
7,20,0,-6.12748614961621e-07,0,6.88470148956149e-07
7,27,0,-6.0100846128451e-07,0,6.96379965676701e-07
8,3,0,-5.63793974143266e-07,0,6.98014908746304e-07
8,10,0,-5.80922530505596e-07,0,7.09715582283085e-07
8,17,0,-5.49110797560359e-07,0,7.05074121404746e-07
8,24,NA,-5.31405988559725e-07,0,7.17142148427636e-07
8,31,NA,-5.28963563766987e-07,0,7.77508058182781e-07
9,7,NA,-5.03816292629144e-07,0,7.84489923792762e-07
9,14,NA,-5.29203833445453e-07,0,7.61741958324154e-07
