"month","day","data","median","LB","UB"
6,22,12,12,12,12
6,29,0,-3.1240365333964e-07,0,7.32640802393267e-07
7,6,0,-3.25892735034875e-07,0,7.2349862232326e-07
7,13,0,-2.83453258760172e-07,0,7.47691547457957e-07
7,20,0,-2.84003574910354e-07,0,7.74915865796636e-07
7,27,0,-2.62286200227475e-07,0,7.79792410110867e-07
8,3,0,-2.48810261096362e-07,0,7.81702440504144e-07
8,10,0,-2.35920528485599e-07,0,7.83626684136688e-07
8,17,0,-2.14475411733605e-07,0,8.01161731271465e-07
8,24,NA,-2.05840274876172e-07,0,7.99038343235054e-07
8,31,NA,-1.94971632308406e-07,0,8.73120090340272e-07
9,7,NA,-1.81729955729146e-07,0,8.31617821577632e-07
9,14,NA,-1.71751224888685e-07,0,8.13121909520219e-07
