month,day,data,median,LB,UB
1,7,15,15,15,15
1,14,15,16.6785488942561,0.745367976248666,34.0658272673542
1,21,21,24.3355387334397,7.52189892501081,40.6263403321811
1,28,31,28.8920127953251,11.5467523563658,45.6309267009812
2,4,29,27.3868484420418,10.5798439790991,44.4396456621359
2,11,21,21.4370521425457,5.55686911017188,38.8618644852805
2,18,15,14.5225569186738,-0,31.2360818510794
2,25,0,9.03115015194028,-0,25.8019920176232
3,3,7,5.40226207478534,-0,21.0429298430187
3,10,18,3.30951861013431,-0,19.0157141101033
3,17,NaN,1.8841328608192,-0,17.2095777376177
3,24,NaN,0.967664125472153,-0,15.9688451040074
3,31,NaN,0.664358534496266,-0,15.9220732501899
4,7,NaN,0.651367741970946,-0,15.3849976745208
