"month","day","data","median","LB","UB"
6,22,12,12,12,12
6,29,0,1.09443699289824e-07,0,4.09704439059712e-06
7,6,0,9.79966654120196e-08,0,4.0271778513984e-06
7,13,0,1.03021437307173e-07,0,3.92653811077979e-06
7,20,0,1.07460533059391e-07,0,3.97577479487012e-06
7,27,0,1.0820180984235e-07,0,4.0153408826864e-06
8,3,0,1.00530283420322e-07,0,4.06189453649704e-06
8,10,NA,1.0445617749269e-07,0,3.94473140983135e-06
8,17,NA,1.04096670606015e-07,0,3.9332699186318e-06
8,24,NA,1.05934365675711e-07,0,3.99979179615077e-06
8,31,NA,1.01919102820135e-07,0,4.0302956357808e-06
