"year","month","day","data","median","LB","UB"
2023,6,1,1,1,1,1
2023,6,8,1,1.8879570277013,0,12.7974146309537
2023,6,15,0,3.51520448624481,0,14.3191352667855
2023,6,22,11,4.8253789819583,0,15.5021684097382
2023,6,29,0,3.51170592875284,0,14.0002637420922
2023,7,6,0,1.95393470386493,0,12.3131333692676
2023,7,13,6,1.0955548351872,0,10.8425500593486
2023,7,20,0,0.70994836808873,0,10.2246164591071
2023,7,27,0,0.601644017992277,0,10.486563310751
2023,8,3,0,0.420866390712608,0,10.4380889663931
2023,8,10,NA,0.571686811615357,0,10.6237671616906
2023,8,17,NA,0.561478830366143,0,11.0706707077019
2023,8,24,NA,0.523440745607749,0,11.0757144561355
2023,8,31,NA,0.470645919866076,0,11.3083311150967
