"year","month","day","data","median","LB","UB"
2023,5,25,10,10,10,10
2023,6,1,1,1.54538384177222,0,10.4469822204349
2023,6,8,0,1.18210641144738,0,9.65828031622539
2023,6,15,0,1.34261085642264,0,9.60364681962715
2023,6,22,0,1.48380496342649,0,9.68534645674611
2023,6,29,0,1.47511657435717,0,9.88471962236201
2023,7,6,8,1.39527381200559,0,9.61167903996118
2023,7,13,0,1.45081546591818,0,9.62220070543163
2023,7,20,0,1.30721093529743,0,9.63486048382818
2023,7,27,NA,1.23289978345308,0,9.26589377380919
2023,8,3,NA,1.20050032388473,0,9.71094342604181
2023,8,10,NA,1.22732289678677,0,9.84931677067622
2023,8,17,NA,1.22109686617153,0,9.90580695250683
