"month","day","data","median","LB","UB"
5,18,12,12,12,12
5,25,0,-5.06864897769942e-07,0,1.09893814949994e-06
6,1,0,-4.65114821735367e-07,0,1.09120334662151e-06
6,8,0,-4.8829055291497e-07,0,1.10102320134513e-06
6,15,0,-4.27360684610483e-07,0,1.12795260683775e-06
6,22,0,-4.34721054643195e-07,0,1.15657119944947e-06
6,29,0,-4.2484117392163e-07,0,1.15653829570849e-06
7,6,0,-3.84362060030852e-07,0,1.16464789213473e-06
7,13,0,-3.92634762549585e-07,0,1.1064730714874e-06
7,20,0,-3.74764899861466e-07,0,1.15808191449269e-06
7,27,NA,-3.52321490885963e-07,0,1.23611792447465e-06
8,3,NA,-3.28629701852303e-07,0,1.25248498251393e-06
8,10,NA,-3.43970927899899e-07,0,1.19857815924978e-06
8,17,NA,-3.29915577763274e-07,0,1.28991258844286e-06
