"month","day","data","median","LB","UB"
5,18,103,103,103,103
5,25,103,81.9260809273101,0,171.883448539548
6,1,85,86.109666899327,0,174.447267423097
6,8,69,92.6524292917644,4.13902291586096,179.230861538326
6,15,114,95.9447723076412,11.9460491463025,181.878359220339
6,22,112,99.5264318544336,14.3177226647933,184.027038363124
6,29,35,103.809525265779,17.8602361930591,188.92853171058
7,6,125,104.926577330984,19.4285973834082,191.157918511975
7,13,163,107.131114948758,19.364184692843,199.020403025433
7,20,84,111.34635374937,19.7751258363841,207.673526252776
7,27,NA,113.645755934915,13.9163885231035,217.024799115865
8,3,NA,113.259787445453,11.3168421894089,221.819083385804
8,10,NA,116.159660232412,15.3018079856627,239.963126424884
8,17,NA,117.020620872923,12.4030624252113,258.785067284264
