"year","month","day","data","median","LB","UB"
2023,4,6,15,5.137794441506,0,12.6750644084966
2023,4,13,0,4.32471343493074,0,11.66344445518
2023,4,20,0,3.51163242810997,0,10.960804846133
2023,4,27,0,2.69855142073183,0,9.37498344632821
2023,5,4,0,1.88547041375835,0,9.03146346422967
2023,5,11,0,1.07238940660577,0,8.35982307874071
2023,5,18,0,0.259308399350184,0,7.67329253550487
2023,5,25,0,0,0,6.92224463288688
2023,6,1,0,0,0,6.03265385620738
2023,6,8,0,0,0,5.7573110655602
2023,6,15,NA,0,0,4.88133123217172
2023,6,22,NA,0,0,3.4715708210992
2023,6,29,NA,0,0,2.6458094402396
2023,7,6,NA,0,0,2.22997859589904
