"month","day","data","median","LB","UB"
3,30,16,16,16,16
4,6,0,0.426026447032286,0,2.51446842193465
4,13,0,0.386359658361067,0,2.01570661490156
4,20,0,0.321231478660358,0,1.9053521191179
4,27,2,0.258728485856994,0,1.89806572484437
5,4,0,0.237377834142355,0,1.78163164192967
5,11,0,0.224902792648582,0,1.82586163928815
5,18,0,0.204662070292345,0,1.77587827699295
5,25,0,0.218977244398065,0,1.76796641886129
6,1,0,0.16205248884097,0,1.72039780820193
6,8,NA,0.183209446038571,0,1.79821493280311
6,15,NA,0.170778482370256,0,1.77095023463471
6,22,NA,0.173267199088367,0,1.87077683342362
6,29,NA,0.171339501903798,0,1.76783858542025
