"month","day","data","median","LB","UB"
4,6,3,3,3,3
4,13,0,1.2886294927578,0,10.0745859057912
4,20,0,1.52956995517808,0,9.75755412516363
4,27,0,1.53356577526699,0,9.30690974944428
5,4,0,1.89290629672627,0,9.6845950309329
5,11,1,2.13700667403277,0,10.7308133517004
5,18,0,2.57443277553209,0,11.2422239130898
5,25,10,2.80023596258635,0,11.6836371655575
6,1,1,3.1156451535306,0,12.5815452455982
6,8,NA,3.84127919656921,0,14.3344589374618
6,15,NA,4.27498736976591,0,16.7635593843464
6,22,NA,4.62853614070967,0,20.6386838743312
6,29,NA,5.08996620441081,0,27.2299738319762
