"month","day","data","median","LB","UB"
4,6,3,3,3,3
4,13,0,1.36278810691011,0,10.5813570660132
4,20,0,1.42101994628405,0,9.80658213433021
4,27,0,1.64545839718448,0,10.1814924459185
5,4,0,1.83440005982662,0,10.4397188074768
5,11,1,2.17214930000386,0,11.0698258101803
5,18,0,2.54210800118867,0,11.6477111047371
5,25,10,2.95757275904739,0,12.15975269849
6,1,1,3.23505073254817,0,13.2239035304824
6,8,NA,3.75014513435949,0,14.342509045201
6,15,NA,4.23405370191678,0,16.4134769142534
6,22,NA,4.5684383472202,0,19.7496155455734
6,29,NA,4.97963777739,0,26.4255985850921
