"month","day","data","median","LB","UB"
3,30,18,18,18,18
4,6,7,9.63512365892246,0,21.9373208117716
4,13,14,11.8487722113584,0,24.7868474749906
4,20,9,13.9665149478195,0.979462373473081,26.9370592193526
4,27,16,15.1222766168181,2.38304816067329,27.8881995543221
5,4,20,15.0909520887155,2.84244799302051,28.2619525618983
5,11,11,14.1016360097878,1.13514048028828,26.8785928662729
5,18,10,12.5202090272972,0,25.2279531156302
5,25,20,10.406905205946,0,23.5117023525935
6,1,1,8.2712023315835,0,21.7916664916358
6,8,NA,6.43537476728115,0,20.7061600285553
6,15,NA,4.97979730004857,0,20.1761742823583
6,22,NA,3.77241047672868,0,19.7798950844537
6,29,NA,3.1112216681511,0,18.8846116415681
